chemical_composition,casting_temp,cooling_water_temp,casting_speed,entry_temp_rolling_mill,emulsion_temp,emulsion_pressure,emulsion_concentration,quench_water_pressure,UTS,elongation,conductivity,quality
0.4370861069626263,618.5132928838619,15.23411367471812,26.72702994208898,357.19958782835926,61.80906560832327,4.944770862233466,0.5581991820933312,2.4405358478947914,211.4423373907059,9.665604641787962,42.25296285469104,Medium
0.9556428757689246,654.1900947378358,14.939575981439996,27.966813971913723,380.5432329299986,64.20306978125065,3.5171590863154987,0.7801587923466939,2.3745660088262555,219.1896080305416,9.076369259542815,40.63276069036348,Medium
0.7587945476302645,687.2945835876408,28.12509161042073,22.50467898792499,376.0160929790159,75.6364217960654,5.6171836900644445,1.746868707634914,1.191508397326715,215.0905803845499,9.080500000487488,42.01558423717218,Medium
0.6387926357773329,673.2224886409562,14.990923996990125,26.24874099606999,315.3899904693774,60.20013158179677,4.8393487172077245,1.6501525345075037,2.8451448098116003,225.08604054233592,9.877564440626251,44.16749001499343,High
0.2404167763981928,680.6561147861449,15.43899452257262,25.717459831437488,314.9249469741474,76.08949054436513,3.4716116506708627,1.0259640371857204,2.136944404313639,210.03924061067303,9.350325392666957,43.310891874656654,Medium
0.2403950683025824,665.8783366710718,25.18796524835928,28.32830376788271,326.81743677449134,52.64403292930074,5.887014172443621,1.0652159416613187,1.7274510422713685,221.3328178265089,9.199716272070363,45.11311191902556,Medium
0.1522752509513795,669.2276564517853,18.9947968490108,29.060870604812607,336.1074726341037,73.30395311625892,4.555096390005962,1.3003316503303692,2.5130771669906133,219.3791661349529,9.376876661933055,44.66238147227095,Medium
0.8795585311974417,684.9195651565319,25.534211139103625,20.121567714773867,340.84555814084825,75.4264289916421,3.218695355614965,0.5003615070277019,1.514730916803268,208.810991423384,10.875622307310326,43.26470678840148,Medium
0.6410035105688879,624.9668008859186,11.307323151287704,26.740199190587926,367.9697216833345,55.45452958512016,4.880498713245202,0.8618665040570418,2.387019674092641,225.6134861283439,10.018570384835394,40.57735112951436,Medium
0.737265320016441,648.942496364314,19.751423873467687,20.51835799119729,305.6680432165836,62.91039597116601,3.759596721038431,0.8123477129123217,1.0794224151444944,213.7354050792415,10.153715930409922,43.59501382946789,Medium
0.1185260448662222,622.1209441819602,10.672272003665652,25.48858665077356,303.46727042260665,54.96499323990967,5.411080355631907,0.8757244201246452,2.678816075218544,207.31476591620785,9.72366957775457,45.20174737481068,Medium
0.9729188669457948,698.7668007996647,11.25306406910709,22.876327290436784,339.19105629439093,71.19812386982653,5.453466220698572,1.708858763800162,1.896341694042637,212.4731746759802,9.6696261286104,42.73021032017968,Medium
0.8491983767203796,694.4059339686613,28.12874906688822,23.06776599522141,369.716369213798,66.0604330418497,5.936842067563985,0.9195107848196648,2.273385828715884,217.1039054805674,8.406767979356351,41.40042719004008,Medium
0.2911051996104485,603.9426811368506,12.784907422351903,23.529585034523567,319.3435342956483,69.05970040124963,4.505608593073511,0.7872819830752222,1.4424756396133671,209.17620942053975,9.179902705386404,45.199034004238925,Medium
0.2636424704863905,670.5575172515688,20.64841364550434,26.2129244904961,364.1504481256252,55.89460900868633,4.364870639183211,1.2563951911895472,2.354147425316896,216.58928717967729,9.19156859064304,42.76107165367299,Medium
0.2650640588680905,692.5248317415666,18.221912052014133,23.34049965668769,325.98281379402994,56.35237586157258,5.260426816339442,1.7984675545590978,2.5444805517865534,216.90541960220975,8.625360319092573,45.333450045974764,Medium
0.373818018663584,618.0575345127334,16.94686652517685,27.32699050590281,388.6086108813517,51.24491976529719,3.39741196902578,0.8620245557562498,1.9464263737687972,214.19930027932267,8.771352988166488,39.77358886993204,Low
0.5722807884690141,656.794523055263,27.99666691374545,24.045273855738696,389.5689944266617,59.66202605587189,4.6407465413793725,0.617804364189198,2.235453848123589,212.45592595421655,8.520260875935492,40.40190409479256,Low
0.4887505167779041,691.5488297588042,10.43646793550979,20.683532003099582,329.72872042813265,66.79233984001024,4.638742800392553,1.034607103774497,1.912651847644797,209.0559890962582,9.592269262077954,44.463810858817965,Medium
0.3621062261782377,603.3945978585799,23.275793723511786,27.837598424841072,322.99937539632407,75.73804741991987,3.2684193684311618,1.6214777368474669,2.788182738515691,208.5012838666699,9.737676001100734,44.57692784504826,Medium
0.6506676052501416,669.742026724684,29.267888684271007,22.85758324592706,341.1303972066231,70.00782342376041,4.253952256520741,1.326035817042192,1.9957383610286383,203.8035534924385,10.08035737476039,44.675434358359325,Medium
0.2255444745868376,629.7349007372551,21.20336366923684,24.327668795992626,324.05315851801487,63.06188970199254,5.559854395701606,1.725190054361521,2.6836174180576378,213.727283939638,9.75555488694492,44.48624052180909,Medium
0.3629301836816964,692.439619537653,28.73644924066184,26.854438832219017,367.2383843291704,78.59360343182414,5.568460865983981,1.939388221413851,2.6027041165404974,212.98322437705536,8.991091707733345,43.74646029930109,Medium
0.4297256589643226,697.1058245165368,11.045157585720474,23.32456157148712,382.6064684548286,71.57735601727495,3.297712994759043,1.6889937151274257,1.821009642696713,220.06107147873956,8.49911622333336,41.59179534325138,Medium
0.5104629857953323,694.4266489113434,18.375866381483227,20.56585656146716,367.3092130911217,77.9049560858765,3.2721626482434925,1.40570461826563,1.46016898371495,225.1963390768423,8.66819808586741,42.84272369140408,Medium
0.8066583652537123,647.4214216657464,15.203155819241022,23.739210470128132,382.435044724935,65.82763919816497,3.788086431005806,1.240012382078571,1.812164265119542,209.3995725723233,8.842736718819197,40.735949243480746,Low
0.2797064039425238,686.2042650989314,24.616419299614595,29.444485826943037,339.6992162207474,57.76712824379419,5.624298187661981,0.5601036295224,2.65243475155044,222.7518281182615,8.95345048555697,43.29456987600167,Medium
0.5628109945722505,684.4549398535071,29.625941809944933,26.41734397298558,315.6316970708861,51.58480059094166,3.3867077552204967,1.9764829682210616,1.4552650716387847,214.9098112603372,9.296940819575664,45.27488605745905,Medium
0.6331731119758383,631.9100473243255,15.130601248884956,26.71479148667207,373.7950947397592,71.78254554451551,5.159990407882338,1.075221683862564,2.0488726917154985,221.3270833027114,8.949473666730471,43.12811070277664,Medium
0.1418053714479979,682.8915474150677,23.08349202948149,26.3228215363764,336.0474505141554,53.63908994016602,3.30349685883931,0.7283423208753002,2.612193495921495,215.33757814833123,9.544978143684803,44.188083773195125,Medium
0.6467903667112945,603.7007634715493,13.961952655194803,21.989921389594368,367.12708252291327,59.08325384815902,4.869413561243476,1.5000632830946852,1.7069549502567576,205.598871860204,9.467636284974606,41.731169596945385,Medium
0.2534717113185624,659.6269878482053,21.3066050914322,24.1833386410228,327.06439419817656,65.97412723651692,4.068201897357435,0.9264324336431892,2.284419274005395,218.38425512448907,9.4831827915077,45.25255724702005,Medium
0.1585464336867516,623.0008837287703,19.278649733766724,27.509397983633185,308.1229634806673,66.93249763339243,5.366741888897601,1.3786674063965714,1.491263148097629,209.18891652480784,10.013180431271486,42.55099948449652,Medium
0.953996983528,612.0566885777279,29.44010659263074,21.013728975531592,399.2581795487764,68.01749590961408,3.7010713464760903,1.3801518617668869,1.2185588907363198,205.71721535420176,8.964525830957673,38.73671241012794,Low
0.9690688297671034,607.6953201629209,22.17054545392933,22.778527760897123,315.6201507930599,54.98765991049102,4.91760548816988,1.1685947313543037,2.5887684501857127,207.46561925603007,9.771876730727763,45.15950352903396,Medium
0.827557613304815,669.628877587814,16.990127441736377,22.763191084658537,398.8420993963481,61.39212214464946,3.707047603727655,1.754177923317564,1.1979372468174136,216.05586024844047,9.49547003340859,40.19179711111746,Medium
0.3741523922560336,633.9874963768066,12.281915697758668,24.32018927594506,397.7279932566447,68.515826813509,5.1409808493364615,0.8974505923331646,1.5427627901591692,219.57038498746823,9.360700223703624,40.87339026730785,Medium
0.1879049026057455,672.4766771528762,13.02493657469869,29.80368740942185,379.38181039080393,79.09456593901353,5.621034103682247,1.1729488874266012,2.7102188439948804,206.96356313977597,9.829569243334436,41.36633888729123,Medium
0.7158097238609412,606.5356340798942,14.5063385990247,20.67502546683822,365.94229620819976,71.82893413099066,3.3804053973802803,1.3065381928864572,1.6929385741573344,210.18681171756245,9.988276583142373,42.443124741609616,Medium
0.4961372443656412,631.529033783061,15.01933322680596,25.18700994380595,357.7807050251085,77.67811271281873,5.599787065786511,1.4954370811509494,2.946090699028322,215.62568213910916,9.051133656980934,41.591170997654224,Medium
0.2098344113603009,653.9491292375337,27.01232115682276,21.793646820122103,386.6101545377835,72.86636174942531,4.780725763242893,1.675957775758384,2.95946866954772,215.05350662314328,9.49414659162952,41.53592522614529,Medium
0.5456592191001431,679.0723164838963,21.224455765650497,29.706765454097443,328.9439521619488,67.75150906677202,3.381331472601072,1.092210924317384,1.5365520409071134,223.5044665510948,9.418469451299163,44.700872124200856,Medium
0.1309496690036965,631.875250293207,20.467818227487328,21.13303504727464,346.7681212484877,55.760701074090335,4.282625566079136,1.469070416144894,1.081956444499781,211.81859740295445,9.443636852874423,43.990340185956825,Medium
0.918388361870904,662.589137643701,12.29537743738435,24.036010023615912,361.9389969366502,70.00056955677539,3.4825808804552936,0.7259164296027787,2.4101265684107585,214.90506535394536,9.745559409458188,44.15761710465726,Medium
0.3329019834400152,688.5977748236187,27.2027938669887,27.37884984834606,341.11904758694914,68.70138697879722,5.1010436665997085,1.8989721508137176,1.9019730052966877,220.5278659207672,9.57428269683474,43.3783433646846,High
0.6962700559185838,661.5863188182304,24.456286064169674,27.04554428027445,342.7486454090268,68.074075113718,5.276604403253849,1.0745882096315054,1.2015056879191526,215.57164066455505,10.368744511932466,43.25662938518775,Medium
