chemical_composition,casting_temp,cooling_water_temp,casting_speed,entry_temp_rolling_mill,emulsion_temp,emulsion_pressure,emulsion_concentration,quench_water_pressure,UTS,elongation,conductivity
0.4370861069626263,618.5132928838619,15.23411367471812,26.72702994208898,357.19958782835926,61.809065608323266,4.944770862233466,0.5581991820933312,2.4405358478947914,211.4423373907059,9.665604641787962,42.252962854691035
0.9556428757689246,654.1900947378358,14.939575981439997,27.966813971913723,380.5432329299986,64.20306978125065,3.5171590863154987,0.7801587923466939,2.3745660088262555,219.18960803054162,9.076369259542815,40.632760690363476
0.7587945476302645,687.2945835876408,28.125091610420732,22.50467898792499,376.0160929790159,75.6364217960654,5.6171836900644445,1.7468687076349139,1.1915083973267153,215.0905803845499,9.080500000487488,42.01558423717218
0.6387926357773329,673.2224886409562,14.990923996990123,26.24874099606999,315.3899904693774,60.20013158179677,4.8393487172077245,1.6501525345075037,2.8451448098116003,225.08604054233592,9.877564440626253,44.16749001499343
0.24041677639819287,680.6561147861449,15.43899452257262,25.717459831437488,314.9249469741474,76.08949054436513,3.4716116506708627,1.0259640371857204,2.136944404313639,210.03924061067306,9.350325392666957,43.310891874656654
0.2403950683025824,665.8783366710718,25.187965248359276,28.32830376788271,326.81743677449134,52.64403292930074,5.887014172443621,1.0652159416613187,1.7274510422713685,221.33281782650892,9.199716272070365,45.113111919025556
0.15227525095137953,669.2276564517853,18.9947968490108,29.060870604812607,336.1074726341037,73.30395311625892,4.5550963900059624,1.3003316503303692,2.5130771669906133,219.3791661349529,9.376876661933057,44.66238147227095
0.8795585311974417,684.9195651565319,25.534211139103625,20.121567714773867,340.84555814084825,75.4264289916421,3.218695355614965,0.5003615070277019,1.514730916803268,208.81099142338402,10.875622307310326,43.264706788401476
0.6410035105688879,624.9668008859186,11.307323151287704,26.740199190587926,367.9697216833345,55.45452958512016,4.880498713245202,0.8618665040570418,2.387019674092641,225.6134861283439,10.018570384835394,40.577351129514355
0.737265320016441,648.942496364314,19.751423873467687,20.51835799119729,305.66804321658356,62.91039597116601,3.759596721038431,0.8123477129123217,1.0794224151444944,213.7354050792415,10.153715930409922,43.59501382946789
0.1185260448662222,622.1209441819602,10.672272003665652,25.48858665077356,303.46727042260665,54.96499323990967,5.411080355631907,0.8757244201246452,2.6788160752185437,207.31476591620782,9.72366957775457,45.20174737481068
0.9729188669457949,698.7668007996647,11.25306406910709,22.876327290436784,339.19105629439093,71.19812386982653,5.453466220698572,1.708858763800162,1.896341694042637,212.4731746759802,9.6696261286104,42.73021032017968
0.8491983767203796,694.4059339686613,28.12874906688822,23.06776599522141,369.71636921379803,66.0604330418497,5.936842067563985,0.9195107848196648,2.2733858287158837,217.1039054805674,8.406767979356351,41.40042719004008
0.29110519961044856,603.9426811368506,12.784907422351903,23.529585034523567,319.3435342956483,69.05970040124963,4.505608593073511,0.7872819830752222,1.4424756396133673,209.17620942053978,9.179902705386404,45.199034004238925
0.26364247048639056,670.5575172515688,20.64841364550434,26.2129244904961,364.1504481256252,55.89460900868633,4.364870639183211,1.2563951911895472,2.3541474253168957,216.58928717967726,9.19156859064304,42.76107165367299
0.2650640588680905,692.5248317415666,18.221912052014133,23.34049965668769,325.98281379402994,56.35237586157258,5.260426816339442,1.7984675545590978,2.5444805517865534,216.90541960220978,8.625360319092573,45.333450045974764
0.373818018663584,618.0575345127334,16.94686652517685,27.326990505902806,388.60861088135164,51.24491976529719,3.3974119690257796,0.8620245557562498,1.9464263737687975,214.19930027932267,8.771352988166488,39.77358886993204
0.5722807884690141,656.794523055263,27.99666691374545,24.045273855738696,389.5689944266617,59.66202605587189,4.6407465413793725,0.617804364189198,2.235453848123589,212.45592595421658,8.520260875935492,40.40190409479256
0.48875051677790415,691.5488297588042,10.43646793550979,20.683532003099586,329.72872042813265,66.79233984001024,4.638742800392553,1.034607103774497,1.9126518476447971,209.0559890962582,9.592269262077954,44.463810858817965
